crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21
65,5,0.2353730115,-0.2143446859,-0.2234913952,0.1581583983,0.0150992565,-0.2171937941,-0.2528375089,-0.4052919641,0.1794285771,-0.1183527327,-0.0341735675,0.313604443,0.3219881335,0.370593058,-0.4609766942,0.0867470626,0.2752850314,-0.007978246,0.1722491343,0.0562051619,0.2701915841,-0.1379562405,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
66,5,0.2353234268,-0.0033017038,0.1363774187,-0.4837868271,0.2138839458,-0.2605244087,-0.1384745608,-0.2170262171,0.4306624746,-0.1149040263,-0.4508093368,0.1158833408,0.1454188708,-0.0568514661,-0.2535711722,0.3237158382,-0.3062644393,-0.1227390224,-0.2336254555,0.0821566584,0.1299148759,0.0889315688,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
67,5,0.2353177537,0.2373047169,0.1937187773,0.0841529895,-0.2276584212,0.3138047798,0.2637285734,0.4154635705,-0.2075472,0.2536900625,0.0919304853,0.1060589613,0.5663167481,0.0591597339,-0.4049995577,-0.0853615269,-0.1184258031,-0.2312177093,0.3143396453,-0.1677588184,0.0073070496,-0.088363687,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
68,4,0.2353140206,-0.2054528916,0.2725172035,-0.0120370609,0.3879387698,-0.0080358882,-0.2138905703,0.0274827335,-0.1130908566,0.2786546637,0.2211853139,0.459695806,-0.0786310978,-0.0294714908,0.0893673802,-0.4082408496,-0.2403814811,-0.262833963,-0.078159739,0.4650820947,0.0569623287,0.2457994258,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
69,2,0.2352824198,-0.2013371471,0.1542753291,-0.2346671332,0.1224981157,-0.122404545,0.0722929167,0.0496601946,0.141694792,0.4548859718,-0.0072985795,-0.1686298397,-0.5166468395,0.1474524899,0.4439865943,-0.1087924322,-0.3441644098,-0.1059177499,0.1304783216,0.3422037117,0.061219772,-0.3011275297,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
70,5,0.2352741122,-0.2504291859,-0.1452807839,-0.3079183291,0.0609519265,-0.1647510508,0.2387800493,0.1769416177,0.1083338842,-0.2337100131,-0.2625971773,0.1582861694,0.3500390416,-0.0503243385,0.4698086204,-0.035968182,0.4897974398,0.3751375772,-0.0049029863,-0.4906254984,-0.1657191394,0.0961901176,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
71,3,0.2352684256,0.2197091449,0.0810044018,-0.4848803005,-0.2660071543,-0.0012571196,-0.4483766552,0.1773046972,-0.0433972192,0.3512271202,-0.3887133056,0.1422435034,0.0913128651,0.1182616242,0.4358515471,-0.1929953361,-0.036300696,-0.1310441294,-0.0587676159,0.4167790829,-0.2015566997,-0.1643688468,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
72,4,0.2352157908,-0.0550911041,0.3854289938,0.2290022196,-0.2894989849,-0.2031217286,-0.0102234076,0.0991192733,-0.0769591379,0.4339279171,0.1380331883,0.3657832953,-0.1995102391,0.1692191954,-0.1472488652,-0.0983240728,0.4338731159,0.129015337,0.1754317785,-0.1318643378,0.0906271168,-0.4692328298,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
73,4,0.2352059558,-0.1752426308,-0.1543500784,0.2351178551,0.2489905616,0.432786536,0.0201174962,-0.075144645,-0.3912154314,-0.2718558366,0.2502953287,-0.0887506403,0.0456408766,-0.3235262937,0.236458003,0.0193208081,-0.0205929182,0.0750278735,-0.3023297009,-0.0141346616,0.2657317543,0.3724599198,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
74,4,0.2351887848,-0.3822920657,0.1469507703,-0.0159163715,-0.2440863727,-0.2453770301,0.2037040773,0.3540894746,0.018377391,0.3839884598,0.1706988194,-0.1713439245,-0.0054069024,-0.0678649183,0.2181680897,0.3266018331,0.1909997792,0.3425927567,-0.0459067289,-0.1006144989,-0.0146033655,-0.356229562,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
75,4,0.2351358248,0.3235829125,0.2909578636,-0.1733125618,0.2163018405,0.2363916791,0.3328199344,-0.4141559933,0.0336865787,0.124242241,0.0642708752,-0.2834271982,0.1366902133,-0.122798972,0.1524045577,-0.2252896632,0.2681856301,-0.1658300403,-0.2704278354,-0.3752307265,-0.4299685309,0.0559473849,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
76,5,0.2350953842,0.3435999391,-0.1792753838,0.172214758,-0.3173064518,-0.2755290205,-0.2666040923,0.1540800804,-0.3053105387,-0.3501868234,-0.4061024898,0.2943817026,-0.0986224377,0.0750564967,0.4373636386,0.0353232969,0.2594087425,0.1506189028,-0.3961604694,-0.0722102955,-0.0091657537,0.033492297,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
77,4,0.2350680436,-0.4136589564,0.3655764393,-0.1363740242,0.059559233,0.0197625596,-0.3871481131,-0.3387468859,-0.0221635558,0.4042218445,0.3443242031,-0.117113739,0.0702031792,-0.0663369433,-0.3459882785,0.0688582249,-0.3458735889,-0.1905561891,-0.2757111732,-0.0590692743,0.123907267,0.0556939559,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
78,4,0.2350536026,-0.0710193966,-0.129617337,-0.0525007981,0.0952333683,0.333927968,-0.100292533,-0.0811208737,0.152390086,0.4850107711,-0.3321490561,0.2540710808,0.078503231,0.2827236561,0.0227877841,0.2170160215,-0.1171880425,-0.407445628,0.323904145,-0.1575914711,0.0567184353,-0.4753305985,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
79,4,0.2350500732,-0.1231645359,0.0325149209,0.348715245,0.2930013434,-0.0182643855,-0.248088516,0.3525361019,-0.3253694501,0.1987404231,0.4020972726,0.1329604953,0.2907811702,0.0996446662,0.3356823988,-0.0065745063,-0.3546784948,0.2518768613,-0.0935299254,-0.2061206955,-0.3099839653,0.0375771146,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
80,5,0.2349683114,0.0155310049,-0.316568408,0.4595623561,0.2120219048,0.224291628,0.149442565,-0.3422601599,0.4572266497,0.1148544572,-0.076731746,-0.2494442604,-0.1387064546,-0.2136923965,0.0182143053,0.2224598534,-0.0180373456,0.2393375506,-0.2600532116,0.3696510652,-0.1910084838,-0.0039174512,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
81,5,0.2349670876,0.2507752714,-0.1932238392,-0.109634751,-0.2269684381,-0.3651311199,0.07341723,-0.0494349989,0.2051165115,0.1414827034,0.4864894939,0.1675560844,0.0777546326,-0.1668927425,-0.0597690291,-0.2786950155,0.1303393231,0.3771620728,-0.2571645681,0.1627415978,-0.1225333577,0.4031404651,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
82,5,0.2349115262,-0.125219304,0.0444123804,0.0293782182,-0.2867657927,-0.4648522624,-0.1703889331,0.0084662833,-0.4916283432,0.1941035406,-0.0563621665,0.1672185677,-0.4347275649,0.2903253139,-0.1189177201,-0.1168395969,0.4592247636,0.2077435294,0.1755627022,0.2586722517,0.4186026286,-0.1932879869,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
83,5,0.2349095454,-0.4335365468,-0.007945037,-0.0392149496,0.0056287102,-0.2046416143,-0.2640914378,0.1272981963,0.1887515404,0.1856615386,0.0767121849,-0.272108355,0.2616825248,0.0562147215,0.2562182811,-0.3401124239,0.3357476696,-0.4780856262,-0.071790052,-0.2028207632,0.4621955523,-0.0066398472,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
84,3,0.2348922216,0.0543333773,-0.0185497873,0.2767572586,0.1841517552,0.2348708886,-0.1019341415,-0.2879306982,-0.0486820646,-0.1886930284,-0.0333557447,0.0289762091,-0.5758082681,-0.077918398,-0.4017041306,0.0392711745,-0.4773165402,-0.0174587129,0.2400907497,0.2727028429,-0.2135493857,-0.2104485898,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
85,6,0.2348854894,0.2987107797,-0.4065027697,0.0035097423,0.1126977664,0.1612836511,-0.3039225849,0.0192810343,0.0875025886,0.2958905903,-0.2393307912,0.3830930666,0.0381485377,0.4673172513,0.0382561821,0.1635156974,-0.1125945067,-0.1774165803,-0.0689538262,-0.4218560344,0.0994936288,-0.2888693013,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
86,5,0.2347816432,-0.2984614287,-0.0485146058,0.0031671477,0.0463612536,0.3517069166,0.0652257927,-0.1253654288,-0.3358029707,0.3707573885,-0.0858981668,0.2480879601,-0.373249107,-0.0202287754,-0.2065045013,-0.4708344804,-0.0017327862,0.1076051507,0.463460612,0.1608220182,-0.1342906008,-0.0436396271,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
87,3,0.2347275699,-0.2829851963,-0.292300209,-0.2446988624,-0.4080971581,0.1301012901,-0.082488816,0.0960141675,0.0005618143,0.0588725012,0.0013971049,0.4597445356,0.0346450597,0.1717851152,-0.1788657893,-0.3682722364,-0.1332608865,0.1656012798,-0.4614253586,-0.2267044541,-0.1360677989,0.371239543,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
88,3,0.2346423974,0.4696545686,0.0779552017,-0.2373900278,0.115153493,-0.2292371175,-0.4417559727,0.3743015862,-0.3677482897,-0.0758527888,-0.1382711381,-0.0320364134,-0.0041352058,0.2033787786,0.0495621252,0.3070644596,0.0396402145,0.2255001594,-0.3537788577,-0.0692549467,-0.4960613296,0.0079421098,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
89,4,0.2346250338,0.0088839402,-0.3401872424,-0.0710396929,-0.4111975737,-0.2203505305,-0.2424057052,0.0422019813,0.0123090834,-0.5666898872,-0.0993585323,0.1897128143,0.0443411378,0.3599972908,0.0985175477,0.0148237346,0.2128053901,-0.2140818411,0.3323324628,-0.2478262132,-0.1278289307,0.3563030167,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
90,4,0.2345771798,-0.3079541622,-0.2339300245,-0.2792108458,0.2492077307,0.1193698339,-0.1375100558,-0.0834022031,-0.0784422234,0.127719722,-0.3124092532,0.2556604248,-0.2342107233,0.4292008597,-0.3610096392,0.0880344429,0.1378406484,-0.2339282706,-0.4254052371,-0.0050892995,0.4652827065,0.0516542065,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
91,6,0.234538153,-0.1482274356,0.4237243013,-0.1446664301,0.0706457341,0.0070061236,-0.4856251208,0.3012151326,-0.2993544556,-0.1136456278,-0.4496803681,0.0025833914,0.1448366073,0.0094660292,0.028309002,0.0523414202,0.3661639743,0.2464164847,-0.2110632343,0.1244264741,0.3982509416,0.3168402638,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
92,4,0.2344530569,0.0744294895,0.2222625398,0.1541268975,0.2687175232,-0.3279478362,-0.1173166111,-0.0769994265,-0.2285820818,0.4012115785,-0.034403163,-0.0853293205,-0.3802368443,-0.2201056832,-0.4428030637,0.0094170996,-0.311180322,0.0164881411,-0.0156815641,0.3683998089,-0.1277291858,0.2948106479,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
93,5,0.2344513216,-0.180587305,-0.3733457592,-0.2264335263,0.2686418092,-0.3852640972,-0.0925647662,0.3887694904,-0.0267181802,-0.3698441458,-0.4445934893,0.2809631076,0.0693963897,-0.1742405399,0.1150074519,-0.2759117217,0.0757519317,-0.0048558727,0.102249932,-0.359022384,-0.1715889982,0.1573956293,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
94,5,0.2343547667,-0.0597627301,-0.1090200702,-0.4882799546,0.409858785,0.10102225,-0.2306301718,-0.0865857514,-0.1920306034,0.0559425869,-0.1699399049,0.264655212,-0.0087008805,0.4304187555,-0.1430727265,0.1689740787,0.1897874147,-0.4882886321,-0.1797217517,0.1403841173,0.1064267376,0.4397480675,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
95,6,0.2342939546,0.3253321368,0.0852390062,-0.2051731084,-0.0296605892,-0.2481391825,-0.0827338714,0.11934943,-0.0264934477,0.3022905579,0.1635215829,0.4319727872,0.2160805753,-0.4780183296,-0.3428468463,0.0151457677,-0.1089575958,0.2324510858,-0.1087591029,-0.4333330005,0.0869134356,0.1964850909,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1
96,6,0.2342892788,0.0211668905,0.1447484238,-0.1726007444,-0.297697334,0.1781147187,0.3019269529,-0.2709579391,-0.2301724706,-0.316816919,-0.2019478125,-0.4039880502,0.1128243399,0.1127543388,-0.1840051512,0.3814056962,0.4295670498,-0.0265161594,-0.0194876581,0.3490252724,-0.4873047912,0.007948151,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
97,6,0.2342529538,-0.2642581974,0.2473375794,0.0203872286,-0.0803123076,-0.2975364589,0.2821003192,-0.4482040872,-0.2077883823,-0.241325862,0.0365952048,-0.0971999986,-0.1249570744,-0.0651115996,0.0918751574,-0.5413752497,0.3468985715,0.0512279121,0.1931290168,0.1245850338,0.4434472467,-0.1523545596,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1
98,5,0.2340619591,0.3479061313,0.2494882004,-0.1605015197,-0.099395677,0.0856841291,0.0531457771,0.2358249819,0.2807533843,0.3207806917,0.0546969142,-0.3548662521,0.0893512713,-0.0759259747,0.3561010047,-0.3282515084,-0.4068061973,-0.3964387429,0.0228185056,0.1953066513,-0.1652586809,-0.3148984951,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
99,5,0.2339655884,-0.0334025728,0.2172822758,-0.2852020449,0.0915398251,-0.3638949629,-0.1180599556,-0.1046072594,0.3514777146,0.305766749,0.0141596753,-0.1959543171,0.3117863403,0.3252721323,0.1942018824,0.2086708818,-0.302650588,-0.0160684876,0.0181336005,-0.4184287703,-0.4693476991,0.0084922747,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
100,6,0.2338767255,-0.2162788779,0.1956477323,-0.0337476352,-0.0630956613,-0.2609827662,-0.2376254958,0.2383672366,0.1078346991,-0.1411003527,-0.1408967094,0.0597106048,0.5610807867,0.1648692695,-0.1239556714,0.2584801323,0.0532751196,0.4220716816,0.2742558201,-0.3397883965,-0.2217534369,0.137468467,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
101,2,0.233864364,0.191901611,0.2783476295,0.2603210163,-0.1402183119,0.2866561963,-0.1077655307,0.2586558511,-0.2417622541,-0.2716747512,0.3195026546,0.3012579221,-0.192698361,0.1480147299,-0.2241558612,0.1824383627,-0.4573816539,0.0132622462,0.1006411043,0.0523606423,0.0465800704,-0.5767504035,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,5,0.233845744,0.0373301167,0.1211246376,-0.5840268882,-0.2159977987,-0.3929407615,-0.2740225815,-0.339333841,0.1140919381,-0.0754713443,0.061476816,-0.080370017,0.066903841,0.259855502,0.3085538931,-0.2178465295,0.0998407655,0.4702770553,0.1907807225,0.2214915526,-0.2420931791,-0.341723411,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
103,5,0.2337528746,0.0024522711,-0.2992328419,0.3327526313,0.4047266564,-0.1541993313,0.1438023061,-0.0567162018,-0.0014845616,-0.1042751638,0.173211115,0.4714496126,-0.1822789159,-0.0150938724,0.2349707954,0.296870784,0.4295578393,0.311634668,0.1745223818,-0.2610905243,-0.4182911506,-0.048912457,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
104,5,0.2336924615,0.4344789935,-0.0968916105,-0.1796854789,-0.3819253276,0.4501258471,0.0857653431,-0.2352975516,-0.1467649258,0.2713776072,0.1493514354,-0.4749783346,-0.0166442457,0.0206236072,0.0769117754,-0.0494366071,-0.1517034004,-0.2707004625,-0.3100470458,0.2163748345,-0.2181419628,0.3680525289,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
105,0,0.2335349281,0.4881611309,0.1678668399,-0.0235532628,-0.0620447725,-0.1510419198,0.0118343459,0.1283038038,0.4463409417,-0.1289531184,-0.2720999943,-0.0123489842,-0.3816060236,-0.1561147201,0.2269553199,0.2733021435,0.2046774067,-0.0492293462,0.3814932834,0.4946679984,-0.2981211162,0.0075455576,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,7,0.2334660059,0.260798508,-0.0224549155,0.4361757279,-0.2854201648,0.1585572687,0.1732878098,0.3070171808,0.2965329002,-0.0080431352,0.394143469,-0.2350736199,-0.1161252828,0.1274535471,0.1901637888,-0.4257368237,0.0791286428,-0.4277374689,0.2920659926,-0.0575316267,-0.1171723622,-0.126821318,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0
107,1,0.2334626485,0.2633671609,-0.4897967283,-0.0973913043,0.0875772369,0.0886189,0.1095054671,-0.4454972632,-0.0203905137,-0.3445169959,-0.1789598104,0.3551563528,-0.2674354135,0.0875774397,-0.0203907165,-0.3445167092,-0.1789602159,-0.2869279665,0.0324238847,-0.4454974659,0.0886191028,0.1095051804,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,3,0.2332889893,0.3685216268,-0.1454293617,-0.2505247556,-0.0875423536,-0.329435632,0.1005151706,-0.1751154711,0.2296270246,-0.0243856638,0.3537464449,0.2823220516,-0.0647683763,-0.3939813392,-0.0343030081,0.2920533977,0.1432766724,-0.0054303258,0.3443145734,-0.0926143567,-0.1234064892,-0.3180792359,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
109,4,0.2332072047,-0.0001460759,0.0324421209,0.3381412955,-0.41489485,-0.135908815,0.2070542324,-0.11136928,0.1625285416,-0.1281483937,0.1381623276,-0.222900835,-0.0461692873,0.2492406418,0.4067527123,0.2146898977,0.418111601,0.1407885775,-0.1292404434,0.2154848443,-0.0834589801,-0.4844837851,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
110,5,0.233097368,0.3878629723,0.3708246632,-0.1331488305,-0.344636199,-0.2475963362,-0.256122899,0.4706379929,0.0206994475,0.1633274101,-0.0696589843,0.054794465,0.0936984463,-0.2317787717,0.49145089,0.1133420967,0.1707329179,-0.3233477115,0.2583328333,0.1578920232,-0.2288701681,-0.1980076507,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1
111,4,0.2328555336,-0.0714849155,0.251902361,0.0493756763,0.0035674192,-0.2900381422,-0.4718621344,0.0564642916,0.1796137602,-0.4313145424,0.1090305081,-0.2455220838,0.3810783524,0.3164371467,-0.0377801665,-0.1118762956,0.3046762924,0.4984062287,-0.0715597904,-0.1097831687,-0.2057200512,-0.0280954141,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
112,2,0.232809868,0.0258123106,0.3660016991,-0.4020279621,0.257546373,0.4865512004,0.1784547324,0.4260021751,-0.2515122633,-0.1676863266,-0.464184948,0.1816982833,-0.037028402,-0.2076256135,-0.4932082264,0.1757937537,0.0636962358,-0.0981719317,0.2607285818,-0.0392675196,-0.2341242599,-0.1725348116,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
113,3,0.2327517199,0.1023169973,0.0110558913,0.5852187055,0.0760602874,-0.1549592008,-0.3743677207,0.1392561426,0.4640010292,-0.1145438765,-0.160889263,0.2431255227,-0.4199409149,0.4481638481,-0.0497566677,-0.1152059572,-0.1460575533,0.1259120816,0.0303195455,-0.1155099537,-0.3064024409,0.2002149552,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
114,2,0.2327010969,0.1525836706,0.0223791997,-0.5783907879,0.1914471411,0.4646852024,0.1536900975,-0.2921213954,0.1237335454,-0.1050003189,-0.0675254857,-0.1493449514,0.3033449847,0.4178251634,-0.2197923052,-0.2252425462,0.3411181787,0.0241185688,0.1636311171,-0.0387252656,-0.2644051254,-0.1466893536,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
115,3,0.2326842176,-0.3161385701,0.3313593425,0.0922298221,-0.1010538377,0.139689501,0.4577007652,0.3263065016,-0.0754816028,0.3662100946,-0.2117780028,-0.1130233255,-0.3762476813,-0.0635836979,-0.3229310648,0.4238484197,0.1111713329,-0.056368897,-0.0460026468,-0.3251572081,-0.1672828557,0.0718246786,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
116,4,0.2326622625,0.2753348934,-0.2849059672,0.2995445463,-0.1651380279,-0.0794462641,0.3825128514,0.392562448,-0.0377320217,-0.2682757885,0.2482992308,0.1774226062,0.344802438,-0.4446757307,0.4115438186,0.0850914501,-0.0038150315,0.0400525575,-0.0372749952,0.0008386014,-0.495347831,-0.0117317318,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
117,4,0.2326008627,-0.1049784912,-0.0856776388,-0.5187122031,0.2180531672,-0.0909657073,-0.1530520067,-0.1894865115,0.4662090835,-0.0143042834,0.0328406912,0.1555876968,0.323650167,0.4379522097,-0.1273155295,0.2552808809,0.0175569612,-0.3091839657,0.3365480552,-0.2218957237,0.0025673435,-0.0342699027,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
118,6,0.2325693021,0.0843806702,-0.208347915,-0.2810957611,0.2286834873,-0.2710746647,0.1720382276,-0.1479368456,0.487418268,0.0448164431,-0.1878736281,0.0249429604,0.0152265056,0.1515801492,0.2611003328,-0.3440787525,0.038037714,0.2213271259,0.5008682696,0.2703445398,0.1864652885,0.0994058029,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1
119,4,0.2325517198,0.0997396932,0.1750975756,0.3784865714,0.369055711,-0.0673252641,0.0370824096,0.1893202791,0.2786342201,-0.2165480706,0.0730433179,-0.2728480834,-0.256955418,-0.3677920527,0.3544780001,0.0067454265,-0.2184111212,0.1023971547,-0.3544495273,-0.1677801385,-0.0592067843,0.0787269742,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
120,4,0.2325489521,0.1781115799,0.4274068708,-0.216548108,0.2904951957,-0.0218669229,-0.1736640576,0.2021790751,-0.1149145163,0.43463359,-0.1151540058,-0.1905896015,-0.3262990588,-0.2571571518,0.0488494374,0.0462866545,-0.0489943519,-0.358858419,0.1284974397,0.4908958713,-0.3695660486,0.0614124146,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
121,5,0.2325407349,-0.4146363609,0.3284804924,0.1571060114,-0.3563354913,-0.0827298565,-0.0521971923,-0.1018820939,0.0404507892,0.4950131145,0.2025225378,-0.2490449182,0.2954364898,0.0922706971,0.3156727457,0.1742977547,-0.0641328186,-0.4224344022,-0.1767732465,0.185625887,-0.0346929942,-0.1169571686,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
122,5,0.2324172562,0.1288503517,0.1994658913,-0.0090364821,0.0662434938,-0.3454629358,-0.0801823384,-0.2070500019,0.1593880823,-0.381516089,-0.269117685,-0.226875868,0.2190518692,0.0092073774,-0.0435172535,0.5430671498,-0.2772164699,0.2719257259,0.2052773829,0.4757364536,-0.0804691556,-0.1408603256,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
123,1,0.2324172002,-0.486733496,-0.3013323747,0.1156238172,0.013266504,0.1986676253,-0.0593922838,-0.2083433181,-0.1114613537,-0.3254376239,-0.4232047181,0.1586967976,0.0954180031,0.0767952819,-0.3413032025,-0.0391864697,-0.0665372673,0.0755125072,0.3816691573,0.3847403017,0.1132386223,-0.3254376239,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
124,5,0.2324067494,0.085851453,0.1013713237,0.4357383785,0.2572931389,-0.3720698926,0.1029170239,-0.0235873275,0.3314165444,-0.1189781297,-0.3271866391,0.0509796712,0.2285867324,-0.4747767766,0.1458021572,-0.2018519231,-0.0563923195,-0.1316780461,-0.1417557821,0.1966094423,0.0145253233,-0.5032336818,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
125,6,0.2323399226,-0.0757305008,-0.2408588527,0.0247388705,0.3359539536,-0.1780452707,0.2308886279,-0.1842057521,-0.1688247865,-0.4530289786,-0.2433217281,0.2257980654,0.3562751242,-0.4613934447,0.0252329215,-0.1345388727,0.0691695008,-0.0121969611,0.6045390117,-0.0163683772,0.2140695799,-0.049042008,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
126,5,0.2323051951,0.1377966908,-0.0214281043,0.4908498233,0.1955857613,-0.1861383958,0.0602760691,-0.1474729479,0.042490906,-0.252961302,0.0376429541,0.380186944,0.0069546524,-0.3326535305,-0.1876925042,0.1056283858,0.4583831979,0.2265356226,0.1303715612,0.3895938759,0.0461570704,-0.2922327712,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
127,3,0.2322966095,-0.1103966526,-0.1924478581,0.0938268724,0.1609859804,-0.1038725812,-0.4111912606,0.2854931346,0.1346945757,0.3765681738,0.0511912704,0.36899644,0.0452152997,0.4266841528,-0.3695707536,-0.0354373017,0.4069820257,0.093319939,-0.0699466052,-0.1948047941,0.1718038797,-0.2960293186,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
128,1,0.2322629781,-0.1265806012,-0.1509555022,-0.2335978078,0.0334151849,0.2869192871,-0.1017558442,-0.413704,0.3957345782,-0.0382890716,0.2294387533,-0.3205246183,0.0507526393,-0.1732705075,-0.3638319095,0.2782039394,-0.0644552153,0.1890489102,0.3416707427,-0.4570113158,-0.0069746559,0.1891622713,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,2,0.2318240788,-0.2307191483,0.3632280199,-0.2201250783,0.0015124299,0.1108798407,0.1614031222,0.349268647,0.3551932961,-0.0239241476,-0.3885513223,-0.1394363911,0.1741179714,0.4600725476,-0.0334876214,-0.2511228582,-4.71047e-05,-0.0292361219,-0.3080565427,0.0089506187,-0.3363140217,0.0392068174,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
